image_path,merchant,ds,location,y,items,category,text,year,month,day,weekday,hour
F:\ai\ocr_recognition\dataset\train\images\zh_1502.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-14 09:29:19 收款机：407收款员：40701 1.一团火抽纸360张1*10 24.90 021043901-1*24.90 总计：24.90种类/件数：1/1 现金：24.90,2014-03-22 09:29:00,,24.9,***1 时间:2022-03-14 09:29:19 收款机：407收款员：40701 1.一团火抽纸360张1*10; 1*; 种类/件数：1/1 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-14 09:29:19 收款机：407收款员：40701 1.一团火抽纸360张1*10 24.90 021043901-1*24.90 总计：24.90种类/件数：1/1 现金：24.90,2014,3,22,5,9
F:\ai\ocr_recognition\dataset\train\images\zh_1503.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***6 时间：2022-03-13 17:57:52 收款机：407 收款员：40701 1.乌江清爽鲜脆菜丝70克 3.00 0108457 1*3.00 2.乌江原味菜片70克 3.00 0102704 1*3.00 3.今麦郎一袋半红烧牛肉面133g 5.00 01081952*2.50 总计：11.00 种类/件数：3/4 微信支付：11.00 28,2013-03-22 17:57:00,,11.0,***6 时间：2022-03-13 17:57:52 收款机：407 收款员：40701 1.乌江清爽鲜脆菜丝70克; 1*; 乌江原味菜片70克; 1*; 今麦郎一袋半红烧牛肉面133g; 种类/件数：3/4 微信支付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***6 时间：2022-03-13 17:57:52 收款机：407 收款员：40701 1.乌江清爽鲜脆菜丝70克 3.00 0108457 1*3.00 2.乌江原味菜片70克 3.00 0102704 1*3.00 3.今麦郎一袋半红烧牛肉面133g 5.00 01081952*2.50 总计：11.00 种类/件数：3/4 微信支付：11.00 28,2013,3,22,4,17
F:\ai\ocr_recognition\dataset\train\images\zh_1506.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 17:31:50 收款员：40701 收款机：407 1.德芙脆香米巧克力24g 3.80 0101177 1*3.80 总计：3.80 种类/件数：1/1 支付宝：3.80 13,2013-03-22 17:31:00,,3.8,***7 时间:2022-03-13 17:31:50 收款员：40701 收款机：407 1.德芙脆香米巧克力24g; 1*; 种类/件数：1/1 支付宝：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 17:31:50 收款员：40701 收款机：407 1.德芙脆香米巧克力24g 3.80 0101177 1*3.80 总计：3.80 种类/件数：1/1 支付宝：3.80 13,2013,3,22,4,17
F:\ai\ocr_recognition\dataset\train\images\zh_1510.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 19:40:22 收款机：407收款员：40701 1.人民大会堂（硬红细支）12102 11 0110769 1*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440701791940197 44 微信支付实付：16.00优惠：0.00,2014-03-22 19:40:00,,16.0,***9 时间:2022-03-14 19:40:22 收款机：407收款员：40701 1.人民大会堂（硬红细支）12102 11 0110769 1*; 总计：; /1 微信支付：; 44 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 19:40:22 收款机：407收款员：40701 1.人民大会堂（硬红细支）12102 11 0110769 1*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440701791940197 44 微信支付实付：16.00优惠：0.00,2014,3,22,5,19
F:\ai\ocr_recognition\dataset\train\images\zh_1511.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***6 时间:2022-03-13 19:16:36 收款机：407收款员：40701 1.双汇王中王60g 0111526 1*2.20 2.20 2.金锣王中王60g 0113289 1*2.00 2.00 3.吉香居芝麻海带丝88克 3.00 01097741*3.00 4.康师傅老坛酸菜牛肉面114g 0100018 2*2.50 5.00 总计：12.20 种类/件数：4/5 现金：12.20,2013-03-22 19:16:00,,12.2,***6 时间:2022-03-13 19:16:36 收款机：407收款员：40701 1.双汇王中王60g 0111526 1*; 2.金锣王中王60g 0113289 1*; 3.吉香居芝麻海带丝88克; 康师傅老坛酸菜牛肉面114g 0100018 2*; 总计：; /5 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***6 时间:2022-03-13 19:16:36 收款机：407收款员：40701 1.双汇王中王60g 0111526 1*2.20 2.20 2.金锣王中王60g 0113289 1*2.00 2.00 3.吉香居芝麻海带丝88克 3.00 01097741*3.00 4.康师傅老坛酸菜牛肉面114g 0100018 2*2.50 5.00 总计：12.20 种类/件数：4/5 现金：12.20,2013,3,22,4,19
F:\ai\ocr_recognition\dataset\train\images\zh_1514.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 19:11:08 收款机：407收款员：40701 1.乐事马铃薯片香辣小龙虾味70g 0112360 1*7.80 7.80 总计：7.80 种类/件数：1/1 微信支付：7.80 订单号：040722031340702031911049 72 微信支付实付：7.80优惠：0.00,2013-03-22 19:11:00,,7.8,***3 时间:2022-03-13 19:11:08 收款机：407收款员：40701 1.乐事马铃薯片香辣小龙虾味70g 0112360 1*; 总计：; /1 微信支付：; 72 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 19:11:08 收款机：407收款员：40701 1.乐事马铃薯片香辣小龙虾味70g 0112360 1*7.80 7.80 总计：7.80 种类/件数：1/1 微信支付：7.80 订单号：040722031340702031911049 72 微信支付实付：7.80优惠：0.00,2013,3,22,4,19
F:\ai\ocr_recognition\dataset\train\images\zh_1524.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***4 时间:2022-03-15 10:53:55 收款机：407收款员：40701 1.娇子（X） 1510111 10.00 0100383 1*10.00 2.云烟（小熊猫家园） 20.00 0111815 1*20.00 3.绿园（流口水）酸奶棒糖 0103996 1*0.10 0.10 总计：30.10 种类/件数：3/3 银联微支付：30.10 订单号：040722031540701141053532 06 银联微支付实付：30.10优惠：0.00,2015-03-22 10:53:00,,30.1,***4 时间:2022-03-15 10:53:55 收款机：407收款员：40701 1.娇子（X） 1510111; 1*; 云烟（小熊猫家园）; 1*; 绿园（流口水）酸奶棒糖 0103996 1*; 总计：; /3 银联微支付：; 06 银联微支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220315407***4 时间:2022-03-15 10:53:55 收款机：407收款员：40701 1.娇子（X） 1510111 10.00 0100383 1*10.00 2.云烟（小熊猫家园） 20.00 0111815 1*20.00 3.绿园（流口水）酸奶棒糖 0103996 1*0.10 0.10 总计：30.10 种类/件数：3/3 银联微支付：30.10 订单号：040722031540701141053532 06 银联微支付实付：30.10优惠：0.00,2015,3,22,6,10
F:\ai\ocr_recognition\dataset\train\images\zh_1527.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 17:10:14 收款机：407 收款员：40701 1.黄山（新一品）1340165 21.00 0100968 3*7.00 总计：21.00 种类/件数：1/3 现金：21.00,2014-03-22 17:10:00,,21.0,***8 时间:2022-03-14 17:10:14 收款机：407 收款员：40701 1.黄山（新一品）1340165; 3*; 种类/件数：1/3 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 17:10:14 收款机：407 收款员：40701 1.黄山（新一品）1340165 21.00 0100968 3*7.00 总计：21.00 种类/件数：1/3 现金：21.00,2014,3,22,5,17
F:\ai\ocr_recognition\dataset\train\images\zh_1531.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-13 18:51:54 收款机：407收款员：40701 1.康师傅老陈醋酸辣牛肉面107g 5.00 0100026 2*2.50 总计：5.00 种类/件数：1/2 微信支付：5.00 订单号：040722031340701951851515 63 微信支付实付：5.00优惠：0.00,2013-03-22 18:51:00,,5.0,***5 时间:2022-03-13 18:51:54 收款机：407收款员：40701 1.康师傅老陈醋酸辣牛肉面107g; 2*; 种类/件数：1/2 微信支付：; 63 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-13 18:51:54 收款机：407收款员：40701 1.康师傅老陈醋酸辣牛肉面107g 5.00 0100026 2*2.50 总计：5.00 种类/件数：1/2 微信支付：5.00 订单号：040722031340701951851515 63 微信支付实付：5.00优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1532.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 22:51:11 收款机：407收款员：40701 1.美汁源果粒橙橙汁饮料1.251 0104832 1*7.90 7.90 2.奇伟黄桃罐头600g（带把手） 0112850 1*13.90 13.90 总计：21.80 种类/件数：2/2 支付宝：21.80 订单号：040722031340702332251092 53 支付宝实付：21.80优惠：0.00,2013-03-22 22:51:00,,21.8,***3 时间:2022-03-13 22:51:11 收款机：407收款员：40701 1.美汁源果粒橙橙汁饮料; 0104832 1*; 2.奇伟黄桃罐头600g（带把手） 0112850 1*; 总计：; /2 支付宝：; 53 支付宝实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 22:51:11 收款机：407收款员：40701 1.美汁源果粒橙橙汁饮料1.251 0104832 1*7.90 7.90 2.奇伟黄桃罐头600g（带把手） 0112850 1*13.90 13.90 总计：21.80 种类/件数：2/2 支付宝：21.80 订单号：040722031340702332251092 53 支付宝实付：21.80优惠：0.00,2013,3,22,4,22
F:\ai\ocr_recognition\dataset\train\images\zh_1533.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***2 时间：2022-03-13 18:13:14 收款机：407收款员：40701 1.骑士低脂酸牛奶1kg（原价：10） 80) 0115145 1*9.90 9.90 2.好丽友薯愿薯片红酒牛排味104 9 0102539 1*10.00 10.00 3.卫龙大面筋102g 0100546 2*3.00 6.00 4.乐事马铃薯片得克萨斯烧烤味7 Og 0104299 1*7.80 7.80 总计：34.60 种类/件数：4/5 优惠：0.90 应收：33.70 微信支付：33.70 订单号：040722031340701821813107 14 微信支付实付：33.70优惠：0.00,2013-03-22 18:13:00,,34.6,***2 时间：2022-03-13 18:13:14 收款机：407收款员：40701 1.骑士低脂酸牛奶1kg（原价：10） 80) 0115145 1*; 2.好丽友薯愿薯片红酒牛排味104 9 0102539 1*; 3.卫龙大面筋102g 0100546 2*; 4.乐事马铃薯片得克萨斯烧烤味7 Og 0104299 1*; 总计：; /5 优惠：; 微信支付：; 14 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***2 时间：2022-03-13 18:13:14 收款机：407收款员：40701 1.骑士低脂酸牛奶1kg（原价：10） 80) 0115145 1*9.90 9.90 2.好丽友薯愿薯片红酒牛排味104 9 0102539 1*10.00 10.00 3.卫龙大面筋102g 0100546 2*3.00 6.00 4.乐事马铃薯片得克萨斯烧烤味7 Og 0104299 1*7.80 7.80 总计：34.60 种类/件数：4/5 优惠：0.90 应收：33.70 微信支付：33.70 订单号：040722031340701821813107 14 微信支付实付：33.70优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1534.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间：2022-03-13 18:16:17 收款机：407收款员：40701 1.桃李黄桃酱馅起酥面包100g 0106189 1*4.00 4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031340701841816144 89 微信支付实付：4.00优惠：0.00,2013-03-22 18:16:00,,4.0,***4 时间：2022-03-13 18:16:17 收款机：407收款员：40701 1.桃李黄桃酱馅起酥面包100g 0106189 1*; 总计：; /1 微信支付：; 89 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间：2022-03-13 18:16:17 收款机：407收款员：40701 1.桃李黄桃酱馅起酥面包100g 0106189 1*4.00 4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031340701841816144 89 微信支付实付：4.00优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1541.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 16:41:53 收款机：407 收款员：40701 1.康师傅水晶葡萄饮品450m1+50m 3.00 0103052 1*3.00 总计：3.00 种类/件数：1/1 微信支付：3.00 订单号：040722031340701511641510 52 微信支付实付：3.00优惠：0.00,2013-03-22 16:41:00,,3.0,***1 时间:2022-03-13 16:41:53 收款机：407 收款员：40701 1.康师傅水晶葡萄饮品450m1+50m; 1*; 种类/件数：1/1 微信支付：; 52 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 16:41:53 收款机：407 收款员：40701 1.康师傅水晶葡萄饮品450m1+50m 3.00 0103052 1*3.00 总计：3.00 种类/件数：1/1 微信支付：3.00 订单号：040722031340701511641510 52 微信支付实付：3.00优惠：0.00,2013,3,22,4,16
F:\ai\ocr_recognition\dataset\train\images\zh_1547.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 18:06:04 收款机：407收款员：40701 1.蒙牛香雪杯奶油味雪糕145g 0110511 1*4.50 4.50 总计：4.50 种类/件数：1/1 支付宝：4.50 订单号：040722031440701491806020 66 支付宝实付：4.50优惠：0.00,2014-03-22 18:06:00,,4.5,***9 时间:2022-03-14 18:06:04 收款机：407收款员：40701 1.蒙牛香雪杯奶油味雪糕145g 0110511 1*; 总计：; /1 支付宝：; 66 支付宝实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 18:06:04 收款机：407收款员：40701 1.蒙牛香雪杯奶油味雪糕145g 0110511 1*4.50 4.50 总计：4.50 种类/件数：1/1 支付宝：4.50 订单号：040722031440701491806020 66 支付宝实付：4.50优惠：0.00,2014,3,22,5,18
F:\ai\ocr_recognition\dataset\train\images\zh_1551.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-14 12:57:13 收款机：407收款员：40701 1.可口可乐汽水330m1 0110651 2*3.00 6.00 2.大窑嘉宾果味汽水500ml 0114153 1*3.50 3.50 3.真知棒棍棍糖10g 0103998 1*0.50 0.50 总计：10.00 种类/件数：3/4 现金：100.00 找零：90.00,2014-03-22 12:57:00,,10.0,***1 时间:2022-03-14 12:57:13 收款机：407收款员：40701 1.可口可乐汽水330m1 0110651 2*; 2.大窑嘉宾果味汽水500ml 0114153 1*; 3.真知棒棍棍糖10g 0103998 1*; 总计：; /4 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-14 12:57:13 收款机：407收款员：40701 1.可口可乐汽水330m1 0110651 2*3.00 6.00 2.大窑嘉宾果味汽水500ml 0114153 1*3.50 3.50 3.真知棒棍棍糖10g 0103998 1*0.50 0.50 总计：10.00 种类/件数：3/4 现金：100.00 找零：90.00,2014,3,22,5,12
F:\ai\ocr_recognition\dataset\train\images\zh_1553.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 16:38:17 收款机：407收款员：40701 1.分分鲜菠萝包100g 4.50 0113071.1*4.50 2.桃李老面包280g 6.00 0107409 1*6.00 总计：10.50 种类/件数：2/2 现金：10.50,2013-03-22 16:38:00,,10.5,***7 时间:2022-03-13 16:38:17 收款机：407收款员：40701 1.分分鲜菠萝包100g; 桃李老面包280g; 1*; 种类/件数：2/2 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 16:38:17 收款机：407收款员：40701 1.分分鲜菠萝包100g 4.50 0113071.1*4.50 2.桃李老面包280g 6.00 0107409 1*6.00 总计：10.50 种类/件数：2/2 现金：10.50,2013,3,22,4,16
F:\ai\ocr_recognition\dataset\train\images\zh_1554.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 19:17:51 收款机：407收款员：40701 1.百事可乐汽水2L 0103427 1*7.00 7.00 2.雪鹿清爽啤酒8°600m1. 8.00 0109809 2*4.00 总计：15.00 种类/件数：2/3 银联微支付：15.00 订单号：040722031340702071917347 47 银联微支付实付：15.00优惠：0.00,2013-03-22 19:17:00,,15.0,***7 时间:2022-03-13 19:17:51 收款机：407收款员：40701 1.百事可乐汽水2L 0103427 1*; 2.雪鹿清爽啤酒8°600m1.; 2*; 种类/件数：2/3 银联微支付：; 47 银联微支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 19:17:51 收款机：407收款员：40701 1.百事可乐汽水2L 0103427 1*7.00 7.00 2.雪鹿清爽啤酒8°600m1. 8.00 0109809 2*4.00 总计：15.00 种类/件数：2/3 银联微支付：15.00 订单号：040722031340702071917347 47 银联微支付实付：15.00优惠：0.00,2013,3,22,4,19
F:\ai\ocr_recognition\dataset\train\images\zh_1555.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 21:58:16 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 支付宝：11.00 订单号：040722031440702092158142 40 支付宝实付：11.00优惠：0.00,2014-03-22 21:58:00,,11.0,***9 时间:2022-03-14 21:58:16 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*; 总计：; /1 支付宝：; 40 支付宝实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 21:58:16 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 支付宝：11.00 订单号：040722031440702092158142 40 支付宝实付：11.00优惠：0.00,2014,3,22,5,21
F:\ai\ocr_recognition\dataset\train\images\zh_1558.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 08:33:14 收款机：407收款员：40701 1.伊利臻浓牛奶230m1 2.80 0109810 1*2.80 总计：2.80种类/件数：1/1 微信支付：2.80 订单号：040722031440700230833096 89 微信支付实付：2.80优惠：0.00,2014-03-22 08:33:00,,2.8,***3 时间:2022-03-14 08:33:14 收款机：407收款员：40701 1.伊利臻浓牛奶230m1; 1*; 种类/件数：1/1 微信支付：; 89 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 08:33:14 收款机：407收款员：40701 1.伊利臻浓牛奶230m1 2.80 0109810 1*2.80 总计：2.80种类/件数：1/1 微信支付：2.80 订单号：040722031440700230833096 89 微信支付实付：2.80优惠：0.00,2014,3,22,5,8
F:\ai\ocr_recognition\dataset\train\images\zh_1563.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 18:55:24 收款机：407收款员：40701 1.桃李醇熟切片面包400g 7.50 0103311 1*7.50 2.桃李豆小朵面包240克 7.00 0112143 1*7.00 种类/件数：2/2 总计：14.50 微信支付：14.50 96,2013-03-22 18:55:00,,14.5,***7 时间:2022-03-13 18:55:24 收款机：407收款员：40701 1.桃李醇熟切片面包400g; 1*; 桃李豆小朵面包240克; 1*; /2 总计：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 18:55:24 收款机：407收款员：40701 1.桃李醇熟切片面包400g 7.50 0103311 1*7.50 2.桃李豆小朵面包240克 7.00 0112143 1*7.00 种类/件数：2/2 总计：14.50 微信支付：14.50 96,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1564.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间:2022-03-14 10:46:33 收款机：407收款员：40701 1.双汇王中王60g 2.20 0111526 1*2.20 2.金锣清真鸡肉肠120g 2.50 0112721 1*2.50 3.葱伴侣甜面酱180g 2.00 0103039 1*2.00 总计：6.70种类/件数：3/3 微信支付：6.70 订单号：040722031440700501046307 38 微信支付实付：6.70优惠：0.00,2014-03-22 10:46:00,,6.7,***0 时间:2022-03-14 10:46:33 收款机：407收款员：40701 1.双汇王中王60g; 1*; 金锣清真鸡肉肠120g; 1*; 葱伴侣甜面酱180g; 1*; 种类/件数：3/3 微信支付：; 38 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间:2022-03-14 10:46:33 收款机：407收款员：40701 1.双汇王中王60g 2.20 0111526 1*2.20 2.金锣清真鸡肉肠120g 2.50 0112721 1*2.50 3.葱伴侣甜面酱180g 2.00 0103039 1*2.00 总计：6.70种类/件数：3/3 微信支付：6.70 订单号：040722031440700501046307 38 微信支付实付：6.70优惠：0.00,2014,3,22,5,10
F:\ai\ocr_recognition\dataset\train\images\zh_1565.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间：2022-03-14 17:25:34 收款机：407收款员：40701 1.万家合马铃薯淀粉300克 0103333 1*7.00 7.00 总计：7.00 种类/件数：1/1 支付宝：7.00 订单号：040722031440701401725313 83 支付宝实付：7.00优惠：0.00,2014-03-22 17:25:00,,7.0,***0 时间：2022-03-14 17:25:34 收款机：407收款员：40701 1.万家合马铃薯淀粉300克 0103333 1*; 总计：; /1 支付宝：; 83 支付宝实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间：2022-03-14 17:25:34 收款机：407收款员：40701 1.万家合马铃薯淀粉300克 0103333 1*7.00 7.00 总计：7.00 种类/件数：1/1 支付宝：7.00 订单号：040722031440701401725313 83 支付宝实付：7.00优惠：0.00,2014,3,22,5,17
F:\ai\ocr_recognition\dataset\train\images\zh_1566.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***9 时间:2022-03-13 19:21:06 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500m1 0102640 1*3.00 3.00 2.长白山（迎春中支）1220232 01108842*13.00 26.00 总计：29.00 种类/件数：2/3 微信支付：29.00 订单号：040722031340702091921033 33 微信支付实付：29.001优惠：0.00,2013-03-22 19:21:00,,29.0,***9 时间:2022-03-13 19:21:06 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500m1 0102640 1*; 2.长白山（迎春中支）1220232 01108842*; 总计：; /3 微信支付：; 33 微信支付实付：; 优惠：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***9 时间:2022-03-13 19:21:06 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500m1 0102640 1*3.00 3.00 2.长白山（迎春中支）1220232 01108842*13.00 26.00 总计：29.00 种类/件数：2/3 微信支付：29.00 订单号：040722031340702091921033 33 微信支付实付：29.001优惠：0.00,2013,3,22,4,19
F:\ai\ocr_recognition\dataset\train\images\zh_1964.jpg,欢迎光临一团火连锁团结小区店 时间:2022-03-12 17:30:08 收款机：081收款员：08102 1.今麦郎1袋半酸豆角排骨面1449 0110834 1*2.50 2.50 总计：2.50 种类/件数：1/1 银联微支付：2.50 订单号：008122031208101921730065 23 银联微支付实付：2.50优惠：0.00 本店可办理宽带业务,2012-03-22 17:30:00,,2.5,03-12 17:30:08 收款机：081收款员：08102 1.今麦郎1袋半酸豆角排骨面1449 0110834 1*; 总计：; /1 银联微支付：; 23 银联微支付实付：,其他,欢迎光临一团火连锁团结小区店 时间:2022-03-12 17:30:08 收款机：081收款员：08102 1.今麦郎1袋半酸豆角排骨面1449 0110834 1*2.50 2.50 总计：2.50 种类/件数：1/1 银联微支付：2.50 订单号：008122031208101921730065 23 银联微支付实付：2.50优惠：0.00 本店可办理宽带业务,2012,3,22,3,17
F:\ai\ocr_recognition\dataset\train\images\zh_1988.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 19:13:36 收款机：407收款员：40701 1.蒙牛臻享浓牛奶230m1整箱 011271801 1*39.90 39.90 总计：39.90 种类/件数：1/1 微信支付：39.90 订单号：040722031440701661913329 80 微信支付实付：39.90优惠：0.00,2014-03-22 19:13:00,,39.9,***6 时间:2022-03-14 19:13:36 收款机：407收款员：40701 1.蒙牛臻享浓牛奶230m1整箱 011271801 1*; 总计：; /1 微信支付：; 80 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 19:13:36 收款机：407收款员：40701 1.蒙牛臻享浓牛奶230m1整箱 011271801 1*39.90 39.90 总计：39.90 种类/件数：1/1 微信支付：39.90 订单号：040722031440701661913329 80 微信支付实付：39.90优惠：0.00,2014,3,22,5,19
F:\ai\ocr_recognition\dataset\train\images\zh_1989.jpg,欢迎光临一团火连锁团结小区店 时间:2022-03-12 17:14:21 收款机：081收款员：08102 1.味记小舍蒜香风爪柠檬味220g 0115198 1*10.90 10.90 2.农夫山泉茶π柚子绿茶500ml 0108379 1*5.00 5.00 总计：15.90 种类/件数：2/2 现金：20.00 找零：4.10 本店可办理宽带业务,2012-03-22 17:14:00,,15.9,03-12 17:14:21 收款机：081收款员：08102 1.味记小舍蒜香风爪柠檬味220g 0115198 1*; 2.农夫山泉茶π柚子绿茶500ml 0108379 1*; 总计：; /2 现金：,其他,欢迎光临一团火连锁团结小区店 时间:2022-03-12 17:14:21 收款机：081收款员：08102 1.味记小舍蒜香风爪柠檬味220g 0115198 1*10.90 10.90 2.农夫山泉茶π柚子绿茶500ml 0108379 1*5.00 5.00 总计：15.90 种类/件数：2/2 现金：20.00 找零：4.10 本店可办理宽带业务,2012,3,22,3,17
F:\ai\ocr_recognition\dataset\train\images\zh_602.jpg,欢迎光临利客团结一店 时间:2022-03-14 17:23:35 收款机：134 收款员：13704 1.B蒙牛早餐奶核桃味利乐枕230m1 0110832 1*2.50 2.50 总计：2.50 种类/件数：1/1 宏业银联支付：2.50 订单号：013722031413400291723342 57 宏业银联支付实付：2.50优惠：0.00,2014-03-22 17:23:00,,2.5,03-14 17:23:35 收款机：134 收款员：13704 1.B蒙牛早餐奶核桃味利乐枕230m1 0110832 1*; 总计：; /1 宏业银联支付：; 57 宏业银联支付实付：,其他,欢迎光临利客团结一店 时间:2022-03-14 17:23:35 收款机：134 收款员：13704 1.B蒙牛早餐奶核桃味利乐枕230m1 0110832 1*2.50 2.50 总计：2.50 种类/件数：1/1 宏业银联支付：2.50 订单号：013722031413400291723342 57 宏业银联支付实付：2.50优惠：0.00,2014,3,22,5,17
F:\ai\ocr_recognition\dataset\train\images\zh_603.jpg,欢迎光临利客团结一店 时间:2022-03-14 17:23:16 收款机：134 收款员：13704 1.B桃李老面包280g 0109944 1*6.00 6.00 总计：6.00 种类/件数：1/1 宏业银联支付：6.00 订单号：013722031413400281723145 66 宏业银联支付实付：6.00优惠：0.00,2014-03-22 17:23:00,,6.0,03-14 17:23:16 收款机：134 收款员：13704 1.B桃李老面包280g 0109944 1*; 总计：; /1 宏业银联支付：; 66 宏业银联支付实付：,其他,欢迎光临利客团结一店 时间:2022-03-14 17:23:16 收款机：134 收款员：13704 1.B桃李老面包280g 0109944 1*6.00 6.00 总计：6.00 种类/件数：1/1 宏业银联支付：6.00 订单号：013722031413400281723145 66 宏业银联支付实付：6.00优惠：0.00,2014,3,22,5,17
F:\ai\ocr_recognition\dataset\train\images\zh_746.jpg,葛市新华乐福商贸有限公司 乐福购物广场欢迎您！ 款机：02 商品/单价 金额 4.90 4.90 达利园瑞上卷0127 13.60 36.00 0.378 无水蛋糕03663 0.35 5.60 17.80 #00283 5.10 5.60 0.9:1 --2022/03/27 18:12:17 0.02 29.20 优惠： 总计： 0.00 0.00 找零： 实收： 商品数： 4 付款方式 会员： 29.20,2027-03-22 18:12:00,,0.0,商品/单价 金额; 达利园瑞上卷0127; 无水蛋糕03663; 0.9:1 --2022/03/27 18:12:17; 优惠： 总计：; 找零： 实收： 商品数： 4 付款方式 会员：,购物,葛市新华乐福商贸有限公司 乐福购物广场欢迎您！ 款机：02 商品/单价 金额 4.90 4.90 达利园瑞上卷0127 13.60 36.00 0.378 无水蛋糕03663 0.35 5.60 17.80 #00283 5.10 5.60 0.9:1 --2022/03/27 18:12:17 0.02 29.20 优惠： 总计： 0.00 0.00 找零： 实收： 商品数： 4 付款方式 会员： 29.20,2027,3,22,0,18
