image_path,text,category
F:\ai\ocr_recognition\dataset\train\images\zh_882.jpg,欢迎光临求遇超市 浙江杭州市-三墩尼湖店 店号：90072 2022/03/2407:59:56 商品名称 数量单价 成交价 青梗花菜（折价） 23054360029701 3.0 2.97 苦瓜（折价） 23049590016301 4.0 1.63 淡虾皮（联里） 2304588012001 59.6 11.20 15.80 件数：3 应收： 实收： 50.00 找零：34.2 50.00 现金 客服电话： 请当面请点所购商品和找零 积分查们靠登录 谢谢惠顾！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_883.jpg,欢迎光临永辉超市 浙江杭州市-三墩龙湖店 店号：90Q7 2022/03/19 08:50:02 收银机：SD11小票号：02225816 收银员：81103829类型：零售销售 商品名称数量单价 成交价 鲜鸡蛋 2300215011590 1 9.96 11.59 应收： 11.59 件数：1 实收： 21.50 找零：10.0 现金 21.50 请当面清点所购商品和找零 保留小票作开发票，退换货凭证 凭小票当月内到服务台积零换整 积分查询请登录www.yanghui.cn 谢谢惠顾！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_884.jpg,欢迎光临永辉超市 浙江杭州市-三墩龙湖店 店号：9007 2022/03/25 08:08 :54 收银机：SD09小票号：04250186 收银员：81103829类型：零售销售 商品名称 数量单价 成交价 洋葱（折价） 2305259000440 1 1.0 0.44 菜椒（折价） 2305263001040 1 6.0 1.04 总额折扣： 2.08 应收： 1.48 件数：2 实收： 10.00 找零：8.60 现金 10.00 会员账号908666265998795780 请当面清点所购商品和找零 保留小票作开发票，退换货凭证 凭小票当月内到服务台积零换整 积分查询请登录 谢谢惠顾！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_885.jpg,和氨桃桃 饿了么外卖-26 2022-03-03 12:29 订单号：8498211449188284742 备注：依据餐量提供餐具 姓名：刘** 地址：【隐私保护】顾客地址已隐藏，您可登 录饿了么商家端或骑手端查看 品名 规格 数量小计 午后青梅绿茶 大杯 18.00 1 [少冰（推荐），10分糖] 奥利奥波波冰 中杯 1 16.00 [冰沙，5分糖] 餐盒费 项 1 2.00 消费合计： 36.00 客人实付金额： 25.00 和氨桃桃 桃你喜欢 请于2小时内饮（食）用,其他
F:\ai\ocr_recognition\dataset\train\images\zh_886.jpg,欢迎光临永辉超市 郑州市Bravo东风路店 店号：9771 2022/03/0617:38:23 收银机：DF04小票号：03064615 收银员：80978322类型：零售销售 商品名称 数量单价 成交价 [+]地瓜丝 23029480081601 8.16 [+]老式鸡蛋糕 2307133007900 7.90 [+]牛油果（1粒） 23039370099001 9.90 [+]亚泰保温杯泰彬系列YT2-7433 69485272274391 59.059.00 总额折扣： 4.90 应收： 84.96 件数：4 实收： 100.00 找零：15.1 现金 100.00 请当面清点所购商品和找零 保留小票作开发票，退换货凭证 凭小票当月内到服务台积零换整 积分查询请登录www.yonghui.cn 谢谢惠顾！ 开具发票请扫描下方二维码 开票号：202203069771DF0480978322 3064615 开票日期以开具当天为准，建议您消 费48小时内进行开据申请并及时下载 电子发票，电子发票下载时间自开票 之日起60日内有效,其他
F:\ai\ocr_recognition\dataset\train\images\zh_887.jpg,红塔超市南区分店 日期：2022.03.13 销_001721011327 收银：2013 商品名称 数量单价 金额 牛蛙 0.9940 23.16 23.02 散称零食系0.100019.60 1.96 西红柿 0.17744.96 0.88 鸡爪 0.2900 39.96 11.59 老豆腐 1.00001.50 1.50 菠萝 0.94135.96 5.61 黄玉米 0.2117 10.96 2.32 鲫鱼 0.2982 21.16 6.31 鲫鱼 -0.298 21.16 -6.31 黄玉米 -0.211 10.96 -2.32 祐康乳果爱1.00006.00 6.00 交易时刻：17:09（第1页）-- 合计：11件数量：4.5027 实收金额：50.56 找零：0.00 总折扣：0.00 满减：[Re:turnMoney] 云闪付：50.56 20982414832 本发票总金额：50.56 一续前页一,其他
F:\ai\ocr_recognition\dataset\train\images\zh_888.jpg,泰隆交易单 商户存根 请妥善保管 商户名称： 江山红塔超市 操作员号： 2013 交易类别： 消费 日期时间： 2022/03/1317:09:44 金 额： 50.56 红塔超市南区分店 日期：2022.03.13 销_001721011327 收银：2013 商品名称 数量 单价 金额 牛蛙 0.9940 23.16 23.02 散称零食系0.100019.60 1.96 西红柿 0.17744.96 0.88 鸡爪 0.2900 39.96 11.59 老豆腐 1.0000 1.50 1.50 菠萝 0.9413 5.96 5.61 0.2117 10.96 黄玉米 2.32 0.2982 21.16 鲫鱼 6.31 鲫鱼 -0.298 21.16 -6.31 黄玉米 -0.21110.96 -2.32 祐康乳果爱1.00006.00 6.00 交易时刻：17:09（第1页）-- 合计：11件数量：4.5027 实收金额：50.56 找零：0.00 满减：[ReturnMoney] 总折扣：0.00 云闪付：50.56 20982414832 一续前页一,其他
F:\ai\ocr_recognition\dataset\train\images\zh_889.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-154849 机号：101080A 销··售 货号单价数量金额 04020014 7.50 1 7.50 桃李醇熟面包400g ★★★★** 合计 1件 7.50元 应付 7.50元 优惠 0.00元 积分 0 总积分 0.000 会员 鼎付通 7.50元 找零 0.00元 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_890.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-151734 机号：101080A 销..售 货号 单价数量金额 06010114 14.00 1 14.00 黄金叶（乐途）香烟 ★★★★★★ 合计 1件 14.00元 应付 14.00元 优惠 0.00元 积分 O 总积分 0.000 会员 鼎付通 14.00元 找零 0.00元 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_891.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-154616 机号：101080A 销·售 货号 单价数量金额 01020022 9.80 2 19.60 农夫山泉饮用天然水 *★*★业★ 合计 2件 19.60元 应付 19.60元 优惠 0.00元 积分 总积分 0.000 会员 鼎付通 19.60元 找零 0.00元 交易时间：2022-03-2315:46:16 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_892.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-154158 机号：101080A 销··.售· 货号单价数量金额 06030013 5.00 2 10.00 维达杀菌湿巾（雏菊 合计 2件 10.00元 应付 10.00元 优惠 0.00元 积分 总积分 0.000 会员 鼎付通 10.00元 找零 0.00元 交易时间：2022-03-2315:41:58 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_893.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-150804 机号：101080A 销··售 货号单价数量金额 06010106 42.00 1 42.00 钻石（细支荷花）香 ★★★★★★ 合计 1件 42.00元 应付 42.00元 优惠 0.00元 积分 总积分 0.000 会员 42.00元 鼎付通 0.00元 找零 交易时间：2022-03-2315:08:04 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_894.jpg,欢迎光临内蒙古1010分店！ 流水号：220323-151427 机号：101080A 销··.售 货号单价数量金额 02020039 16.80 1 16.80 杜蕾斯大胆爱吧3只装 合计 1件 16.80元 应付 16.80元 优惠 0.00元 积分 总积分 0.000 会员 鼎付通 16.80元 找零 0.00元 交易时间：2022-03-2315：14:27 整单促销时间： 送货电话：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_895.jpg,布衣工作室 销售单 日期：2019-03-2610:30:34 单号：XSCK190326AA001 销售员：小白001 收银员：默认商户 商品名称 单价 数量 金额 连衣裙 白色樱 ￥1699 1 ￥1699 花，smm t恤 黄色，M ￥1099 1 ￥1099 合计 2 ￥2798 原价合计 ￥2798 优惠合计 -￥0 应付金额 ￥2798 打印时间：,其他
F:\ai\ocr_recognition\dataset\train\images\zh_896.jpg,商家小票 *#5美团外卖 *山西刀削面* 下单时间：2022-03-1012:07:23 备注：顾客需要餐具； ******************************** 1号袋 回锅肉盖饭 *122.4 其它 2 打包费 3 配送费 [购买回锅肉盖饭原价3 -￥9.6 2.0元现价22.4元 [减配送费3.0元] -￥3.0 [用户使用了会员红包 -￥7.0 减7元] ******************************** 原价：37 （用户在线支付）17.4元 张先生 【美团外卖会员】 顾客号码：手机尾号0600 【如需联系顾客，请在呼叫主号码听到提示音后输】 机号，即可拨通顾客隐私号。】 为保护隐私，顾客地址已隐藏。您可登录美团商家立 骑手端查看 ID:138667410829602093,其他
F:\ai\ocr_recognition\dataset\train\images\zh_897.jpg,欢迎光临 和家乐阜阳天瑞名城生活广场A 流水号：2203130010490 时间：2022-03-1319:25:57 收款机：001收款员：10129 1.甜弯弯沃柑（75#） 0502683 1.65*4.00 6.60 总计：6.60 种类/件数：1/1 农商行聚合支付：6.60 超市天天有特价 实惠便利你我他,其他
F:\ai\ocr_recognition\dataset\train\images\zh_898.jpg,长葛市新华乐福商贸有限公司 乐福购物广场欢迎您！ 款机：06- 数量 金额 商品/单价 #五香变蛋2000220000116 0.65 10 6.50 -2022/03/20 12:03:46 优惠： 0.00 总计： 6.50 实收： 0.00 找零： 0.00 商品数： 10 付款方式： 购物券： 5.00 支付宝： 1.50 谢谢惠顾！钱物请当面点清！请妥善 保管本票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_899.jpg,芊果花园大场店1 设备：00011 收银员：收银001 流水：6663销售 商品名称/单位 小计 售价 数量 枫糖核桃司/pcs 13.8 13.8 1 芝士香肠/pcs 4.2 4.2 热狗/pcs 2.9 2.9 法兰克甜甜圈/pcs 4 1 4 笔数：4 教量：4 消费金额：24.9 找零金额：0 支付宝：24.9 1/1,其他
F:\ai\ocr_recognition\dataset\train\images\zh_900.jpg,芊果花园大场店1 设备：0001_1 日期：2022-03-2609:00:22 收银员：收银001 流水：6663销售 商品名称/单位 数量 小计 镇C 售价 枫糖核桃叶司/pcs 13.8 13.8 1 芝士香肠/pcs 4.2 4.2 热狗/pcs 2.9 2.9 法兰克甜甜圈/pc8 4 笔数：4 数量：4 消费金额：24.9 找零金额：0 支付宝：24.9 331,其他
F:\ai\ocr_recognition\dataset\train\images\zh_901.jpg,芊果花园大场店1 设备：0001_1 日期：2022-03-2609:00:22 收银员：收银001 流水：6663销售 商品名称/单位 镇C 数量 小计 售价 枫糖核桃叶司/pcs 13.8 13.8 1 芝士香肠/pcs 4.2 4.2 热狗/pcs 2.9 2.9 法兰克甜甜圈/pc8 4 笔数：4 数量：4 消费金额：24.9 找零金额：0 支付宝：24.9 1/1 331,其他
F:\ai\ocr_recognition\dataset\train\images\zh_902.jpg,欢迎光临 门店编号：0002 收银机：00002 流水号：00297 收银员：00018 商品名称 数量 单价 金额 2200001.香菜 2200738，法正鸡 0.1175.96 0.70 4 2.5010.00 2200623.豆腐 1 17.8017.80 2200627，豆皮 0.4365.962.60 2200021.小葱 3.00 3.00 6973169010019 海鲜菇 0.2015.96 1.20 3.003.00 6954410800023模拟柳500g 38.8038.80 13.8013.80 6974623790065碱体达人饼干蜂蜜芝 6974623790058碱体达人饼干需胡械 4.904.90 6956111769999 华贵纯鸭血 4.904.90 2200207.精品香菇 2.002.00 0.18527.605.10 2200013、红暮 0.6934.76 6974140802043 海底捞三鲜 3.30 6935145301030锐澳水葡萄 7.90 7.90 6935145301047锐澳蓝葡萄275m1 11.5011.50 11.5011.60 6955381400601 海底捞火钢料（原 2 3购物袋-大号 0.400.40 应收：157.10 件数：21 实收：157.10 找零：0.00 收银方式： 微信：157.10 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_903.jpg,天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00094 收银机：00002 收银员：00018 交易时间：2022-03-2911：40:12 商品名称 数量 单价 金额 6974159590030嗨吃家酸辣粉 7.90 7.90 2200001. 香菜 0.1175.96 0.70 2200044. 平菇 0.21810.562.30 6972088320070利民璃竹 10.50 10.50 6920678380478相里记芥末油 1 3.90 3.90 2200025. 生菜 0.3277.96 2.60 6925084620170居来香小磨香油200 12.8012.80 6973169010019海鲜菇 1 3.00 3.00 3购物袋-大号 0.40 0.40 2200371. 砂糖桔 0.88 5.00 4.40 2200045. 金针菇 0.4157.96 3.30 2200627.豆皮 1 3.00 3.00 2200627. 豆皮 3.00 3.00 6974249120505 百玉鲜原味鸭血 2.00 2.00 6922302103033万家福豆腐皮 1 5.50 5.50 2200623. 豆腐 0.57 5.96 3.40 2200007.长南瓜 0.5654.96 2.80 应收：71.50 件数：17 实收：100.00 找零：28.50 收银方式： 现金：71.50 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_904.jpg,天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00193 收银机：00002 收银员：00017 交易时间：2022-03-2917：27:11 商品名称 数量 单价 金额 *6955280802568益宝* 原单价：13.8 10.9010.90 1 2200625.绿豆芽 0.5674.76 2.70 2201313.12.8元休闲系列 0.17625.604.50 2201468.花椒粉 0.1 156.00 15.60 6927271910071永祥和煮饼 5.505.50 6925332604310 350g麦通花生味 9.80 9.80 1 2200623. 豆腐 0.5035.96 3.00 6942635601150驰宇加碘食用盐（天 1 1.50 1.50 2200024.白萝卜， 1.5881.70 2.70 2200329.精品香蕉 1.0437.96 8.30 6907992400754 伊利高钙牛奶片 1 2.00 2.00 2200028. 菠菜 0.2024.96 1.00 2200158.精品黄萝卜 1.4393.96 5.70 2200297.丑桔 0.5119.98 5.10 2200021.小葱 0.2525.96 1.50 应收：82.70 件数：15 找零：0.00 实收：79.80 收银方式： 微信：79.80 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_905.jpg,天 欢迎光临 水号：00290 门店编号：00002 收银员：00015 10000 交易时间：2022-03-2918：07:38 单价 金额 商品名称 喜 1超市购物袋-小号 0.20 0.40 2200237.米 5.40 0.7836.90 2200011.紫圆子 0.5378.764.70 6902150222339粤花午餐肉340g 14.0014.00 6907992104508伊利风味发静乳-芝 13.5013.50 1 6921555537305乌冬日式牛肉 2 3.507.00 692090781020248g好丽友警原红酒 4.504.50 1 2201369.南瓜子 25.60 0.64639.602 2200037.黄瓜 0.288.56 2.40 2200006.生姜， 0.1058.56 0.90 2200002.青椒 0.13811.56 1.60 2200239. 长江米 0.5176.96 3.60 2200206.精品大葱 0.552 211.96 6.60 2200034.土豆， 0.5082.36 1.20 2200019.西红柿 0.4527.96 3.60 2200004. 螺丝椒 0.09218.56 1.70 2200256. 荞麦面 0.6885.96 4.10 2200158.精品黄萝卜 1.3893.96 5.50 6940845606125虾条果蔬脆 5.805.80 6902265150015 海天味极鲜酱油 11.5011.50 6901668062499 85g趣多多香脆曲奇 6.806.80 1 应收：130.40 件数：23 实收：130.40 找零：0.00 收银方式： 微信：130.40 欢迎您下次光临,其他
F:\ai\ocr_recognition\dataset\train\images\zh_906.jpg,欢！光临 收机：03005 水号：00050 收银：00027 商名称 数目 单价金团 物袋-大号 2211329.精品青第 1 0.400.40 691636670213 0.597.954.70 三小卤虎皮凤爪店 63:1168558049 1 15.9015.80 充方树叶国味茶饮料 2 5.0010.00 61426300095 1 B.908.90 手工花椒银巴椒香味 1 7.807.80 2 11.8023.60 5.005.00 1 5.00 5.00 221297.丑桔 1.1929.93 11.90 6318099338785g蓝莓县酱味夹心 1 3.503.50 63:3402038881盼薯片（潜茄味） 3.903.90 62934930683冻菠韩味 1 3.503.50 63190780817933g好丽友好多鱼焙 1 4.504.50 61782116498D0D0综合口味棒棒糖 1 0.500.50 63364426318特仑苏纯牛奶250m1 2 55.00110.00 5.005.00 件数：20 应224.00 找零：0.00 实224.00 收！方式： 储1卡：224.00 请1卡号：1000001412 储1余额：666.10 l储值余额：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_907.jpg,欢迎光临 门店编号：00002 流水号：00239 收银机：00002 收银员：00018 商品名称 单价 金额 数量 23.8023.80 2200310、千圣女果， 1 11.8011.80 6973633350306卡米拉汽水瓶 0.60817.6010.70 6.806.80 10.9010.90 16.8016.80 6971558610017李子柒螺辉粉 1 10.8010.80 5.505.50 6972173570793新华成甜甜圈饰品H 1 9.509.50 1 2201408.26.8元精品糖果 0.047 53.602.50 2201485.山卷 0.28811.803.40 6942373388115小馋熊30g魔法绳 2.002.00 2200379.小台芒 0.55619.80 11.00 6957435700224中心竖条女凉拖 1 9.909.90 6907992106205伊利原味大包袋0蔗 1 15.8015.80 6907992106199伊利0蔗糖风味发酵 11.9011.90 6972173570502 新华成萌趣冰箱HCO 15.0015.00 2200348.菠萝 1.2157.168.70 6957435700217中心竖条男凉拖 066066 3购物袋-大号 0.400.40 应收：210.10 件数：22 实收：210.10 找零：0.00 收银方式： 储值卡：79.00 储值卡号：1000001386 储值余额：0.00 临时储值余额：0.00 微信：131.10 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_908.jpg,"天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00141 收银机：00002 收银员：00017 交易时间：2022-03-2914:26:32 商品名称 数量 单价 金额 3购物袋-大号 0.40 0.40 2200738. 曹家凉拌菜 0.9115.60 14.20 2201511.张部虎皮鸡爪 0.60371.6043.20 6972330610225味之源日式楼花钢巴 18.508.50 2201184.素牛排 0.23523.80 5.60 2200636. 面皮 1.4347.60 10.90 2201318、八角粉 0.066 156.00 10.30 2 9.80 19.60 2201468.花椒粉 0.076 156.00 11.90 6932759729137番茄挂面 6.50 6.50 6948033000151王老胖纯碱200g（绿 3.50 7.00 6932759729144 500g金沙河菠菜挂面 2 6.50 6.50 2201361.16.8元休闲系列 0.49133.60 16.50 2201184. 素牛排 0.21823.805.20 2201475. 花椒 0.128116.0014.80 2200735. 茶卤鸡爪 0.45871.60 32.80 2200632. 调味豆制品 0.31217.60 05.50 2200155. 精品菌子白 3.2385.96 19.30 2200230. 单个面筋 1 2.50 2.50 2200623. 豆腐 1.2085.96 7.20 2201468, 花椒粉 0.078 8156.0012.20 2200050. 西葫芦 1.8885.56 10.50 应收：271.10 件数：24 实收：271.10 找零：0.00 收银方式： 微信：271.10 欢迎您下次光临 7日内索取发票",其他
F:\ai\ocr_recognition\dataset\train\images\zh_909.jpg,天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00174 收银机：00001 收银员：00032 商品名称 单价 金额 数量 2 4.008.00 1 4.904.90 2200049.莲菜 2.50 0.3147.96 3购物袋-大号 1 0.400.40 2200044.平菇 0.45510.564.80 1 13.8013.80 6972811220073巴御符号方竹笋 2 5.8011.60 2200011.紫圆茄子. 0.48.763.50 2200048.大芹菜， 0.455 3.961.80 4.004.00 2200002.青椒 0.39811.564.60 6911988011619达利园法式小面包 10.8010.80 6920174749328熏香洗衣液 2 9.9019.80 6922330265512运康钢巴1029g烧烤味 3.00 3.00 应收：102.40 件数：18 实收：102.40 找零：0.00 收银方式： 微信：102.40 会员卡号：88889224 本次积分：20.48累计积分：82.18 客服电 地址： 市场） 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_910.jpg,天思家家惠超市（南街店） 欢迎光临 门店编号：00002 收银机：00001 水号：00309 交易时间：2022-03-2918：25：57 收额员：00015 商品名称 数量 单价 金额 6954767446523 芬达听装 1 14.9014.90 6901754050195济微辣榨菜 1 066066 2 2.805.60 2200398.沃相 0.9949.969.90 6924761970737肥羊王火锅料微铺2 066066 2200066.苦菊 0.16915.962.70 6921915125050请泓150g火锅豆皮 5.805.80 6972455296656 昌湘豫豆油皮 1 3.503.50 6930051611457华畅黑木耳100g 1 18.9018.90 6925303744403统一小当家香葱味3 4 1.004.00 6971675358113 惠滋源魔芋丝结 1 2.502.50 6972683040014 龙云马铃薯粉 2.502.50 6936158283115郭辣妈蒜蓉素牛排1 1 3.903.90 6949711300082义皇金针菇125g 1 2.502.50 2200136.精品黄瓜 0.45510.564.80 2200627.豆皮 3.003.00 6901180211689200g嘉士利梳打饼奶 5.905.90 2201217.蔬菜面 0.15917.602.80 2201421.36.8元系列 0.096 73.607.10 2200784.安井火锅丸子（散装） 0.44629.6013.20 2200244. 精品大米 1.0964.565.00 2200005. 丝瓜 0.265 13.96 3.70 6934665080128 蒙牛原味侧贴酸牛奶 12.0012.00 3购物袋-大号 0.400.40 应收：154.40 实收：154.40 件数：28 找零：0.00 收银方式： 微信：154.40 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_911.jpg,"天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00235 收银机：00002 收银员：00015 数量 单价金额 商品名称 6942635601150驰宇加碘食用盐（天 1.50 1.50 6901377032004莲花味精 4.50 4.50 4.509.00 2 6902265120506海天金标生抽 7.507.50 1 6902265360018海天上等蚝油 1 6.906.90 3购物袋-大号 0.400.40 1 2200001.香菜。 0.1015,960.60 2200001.香菜 0.1515.96 0.90 2200034.土豆 0.593 2.361.40 19.8019.80 6956111769999 华贵纯鸭血 1 2.002.00 6971738655623安井虾滑150g 17.8017.80 2200049.莲菜， 0.4277.963.40 2200784.安井火锅丸子（散装） 0.81129.60 24.00 2201325.话梅西瓜子 0.45239.6017.90 6906337301435 美味肉蓉面方便面 2.004.00 6902890242017 双汇美味餐饮香肠 9.509.50 2200022.高山娃娃菜， 1 4.504.50 6971675358113 惠滋源魔芋丝结 2.502.50 6970115980990 海底捞火锅藤料麻辣 2 6938335700132 优鲜道笋尖 8.50 2200627.豆皮 8.50 3.00 2200045.金针菇 3.00 0.4277.96 3.40 2200085，小红尖椒 0.06 71.604.30 应收：171.40 件数：28 实收：171.40 找零：0.00 收银方式： 支付宝：171.40 欢迎您下次光临 凭此小票7日内索取发票",其他
F:\ai\ocr_recognition\dataset\train\images\zh_912.jpg,欢迎光临 门店编号：00002 收银员： 收银机：00002 商品名称 单价 数量 2201132.川香鸡柳 10.00 0.29833.60 2200025. 生菜 2.80 0.3527.96 2200033.红萝卜 3.70 0.6215.96 2200045.金针铺 3.70 0.4657.96 2200057，长茄子 2.20 0.2219.96 2201120. 奥尔良娜中 029.70 0.45365.60 2201135.鸡排 0.1933.60 6.40 6971169032369 HS369餐具 8.808.80 1 5.805.80 6926659210420麻辣萝卜干 2 1.002.00 13.5013.50 1 4.004.00 6924761970843 肥羊王烧烤酱辣味1 4.004.00 1 6932944500022鑫胜源永旺金太子火 8.50 8.50 6921675500838 萌馨来袭 9.50 9.50 6923129203999 达利园益生菌新 9.909.90 2201532.麻辣红头鱼 0.16659.609.90 2200003，尖椒， 0.317 13.564.30 6911988011602200g达利园法式小面 5.50 5.50 2200011. 紫圆茄子， 1.138.76 9.90 应收：154.10 件数：21 实收：154.10 找零：0.00 收银方式： 微信：154.10 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_913.jpg,欢迎光临 门店编号：00002 流水号：00044 收银机：00001 收银员：00032 单价 金额 商品名称 数量 2200012，冬瓜 6.20 0.9456.56 9.80 08'6 2200049.莲菜， 3.40 0.4277.96 2200627，豆皮 3.00 3.00 1 2200027.商蒿 2.40 0.2688.96 3购物袋-大号 0.40 0.40 6901668005724卡夫奥利奥轻甜饼干 1 6.90 6.90 2200045.金针菇 3.20 0.4027.96 2200013.红薯 0.3364.76 1.60 2200025.生菜 0.2147.96 1.70 6.806.80 6972432610123东薯运来火锅川粉 3.003.00 6924761971468肥羊王花酱200g 3.00 3.00 2200623.豆腐 0.5035.96 3.00 2200044.平菇 0.19910.562.10 应收：56.50 件数：15 实收：56.50 找零：0.00 收银方式： 微信：56.50 欢迎您下次光临 凭此小票7日内索取发票 商 终# 66 交 日 时 检渗 23340 实技 本消费 渠商名,其他
F:\ai\ocr_recognition\dataset\train\images\zh_914.jpg,天意家家惠超市（南街店） 欢迎光临 流水号：00431 门店编号：00002 收银员：00032 收银机：00001 交易时间：2022-03-2820：43:48 数量 单价 金额 商品名称 2201242，钢巴系列 0.4217.607.40 6943918407728可可林元宝（兜）5 3.00 3.00 1 2201354.达利园 0.17633.60 5.90 2201321.13.8元休闲系列 0.21727.60 6.00 2200013.红警 2.2064.76 10.50 6926215377239 米多奇雪饼 10.80 10.80 2200004.螺丝椒 0.17818.563.30 6931008495328加减乘除手工气球糖 4.804.80 6901668005946奥利奥生日蛋糕味 6.906.90 6901668005892亿滋奥利奥冰淇淋抹 6.906.90 6935270641858 白象招聘猪骨汤面 2 2.505.00 6930799506282 乐吧薯片原味 2 1.703.40 6930799503557 乐吧薯片芥末味 1 1.701.70 6935270641889白象牛肉汤面 2 2.505.00 2201265，散称豆干 0.43919.808.70 6930799503564乐吧薯片鸡肉味 1.701.70 6957915213459 蓝伴黑色可乐味汽水 2.802.80 6957915212346 蓝岸蓝色可乐味汽水 2.802.80 6921482334138旺旺泡芙巧克力味 2 1.002.00 应收：98.60 件数：23 实收：98.60 找零：0.00 收银方式： 储值卡：98.60 储值卡号：66812428 储值余额：719.10 临时储值余额：0.00 欢迎您下次光临 凭此小票7日内索取发票,其他
F:\ai\ocr_recognition\dataset\train\images\zh_915.jpg,"天意家家惠超市（南街店） 欢迎光临 门店编号：00002 流水号：00057 收银机：00002 收银员：00018 交易时间：2022-03-2911：05：56 商品名称 数量 单价金额 6915993300331川南红油榨菜 5.805.80 6932944500022鑫胜源永旺金太子火 18.508.50 6935270641858白象招聘猪骨汤面 2 2.505.00 6902890246961400g蒜味肠 11.5011.50 6922507809693 陈克明老妈厨房鸡蛋 1 8.508.50 2200006.生姜， 0.1998.56 1.70 2200019.西红柿 1.0187.968.10 2200220.红土豆 1.6022.56 4.10 2200025.生菜， 1.1187.96 8.90 2200069.精品白菜 1.837.16 13.10 2200009，大蒜， 0.52110.565.50 2200041.紫洋葱 1.0613.303.50 6922130101485太太乐鸡精 10.50 10.50 1 2200982.前腿肉 0,66319.0012.60 69223021001551*45包300g万家福白 4.504.50 6942635601150驰宇加碘食用盐（天 1 1.501.50 6903252093292 康师傅金汤虾球五连 15.5015.50 6950372701842晋龙五福营养鸡蛋礼 19.8019.80 应收：148.60 件数：19 实收：148.60 找零：0.00 收银方式： 储值卡：148.60 储值卡号：1000000977 储值余额：535.90 临时储值余额：0.00 日内索取发票",其他
F:\ai\ocr_recognition\dataset\train\images\zh_916.jpg,天意家家惠超市（南街店） ！光临 门编号：00002 收1机：03005 流水号：00146 间：2022-03-2811:53:42 收银员：00017 角名称 数 单价 金 69:1660516714sf6714游非超熟4 6：862904602巨女网三联 1 096096 221025.生菜 1 B.508.50 61623790065体达人切干蜂董芝 0.4527.963.60 4.90 4.90 22（）013.红 1.0924.76 5.20 631370807438福香村老面包310g 1 6.80 6.80 2201050.西南 0.5545.96 3.30 22043.香店 0.56415.959.00 6890258940双汇鸡肉60g 1 4.904.90 69890022183双汇中 1 9.90 06'6 63993303028川南学生营养榨菜 2 1.00 2.00 220027.商 0.6368.96 5.70 221063. 油老菜 0.6667.96 5.30 22（）001.香菜。 0.5375.96 3.20 20）102391004特价蒙牛真果粒各个 1 29.90 29.90 应：111.70 件数：16 实：111.70 找零：0.00 收方式： 微：111.70 欢您下次光临 凭小票7日内索取发票 商编号：1614407057 终编号：00005 系：银踪号：25202203281153380000 93 交 结果：支付成功 交日期：2022-03-28 交！ 时间：11:53:40 检参考号：42000013652022032833 144673 实支付金额：11.70 本1消费金额：11.70 渠商名称：微信,其他
